time,open,close
2025-01-16 10:00:00,3.0743,3.1109
2025-01-16 11:00:00,3.1109,3.1967
2025-01-16 12:00:00,3.1968,3.3386
2025-01-16 13:00:00,3.3385,3.2965
2025-01-16 14:00:00,3.2966,3.2189
2025-01-16 15:00:00,3.2189,3.3076
2025-01-16 16:00:00,3.3076,3.3805
2025-01-16 17:00:00,3.3804,3.3513
2025-01-16 18:00:00,3.3514,3.3506
2025-01-16 19:00:00,3.3506,3.3495
2025-01-16 20:00:00,3.3494,3.2921
2025-01-16 21:00:00,3.292,3.2921
2025-01-16 22:00:00,3.2921,3.225
2025-01-16 23:00:00,3.2251,3.2451
2025-01-17 00:00:00,3.245,3.2747
2025-01-17 01:00:00,3.2746,3.2807
2025-01-17 02:00:00,3.2807,3.3456
2025-01-17 03:00:00,3.3455,3.3078
2025-01-17 04:00:00,3.3077,3.3087
2025-01-17 05:00:00,3.3088,3.3245
2025-01-17 06:00:00,3.3245,3.3418
2025-01-17 07:00:00,3.3418,3.3025
2025-01-17 08:00:00,3.3026,3.2662
2025-01-17 09:00:00,3.2663,3.2761
2025-01-17 10:00:00,3.2761,3.2931
2025-01-17 11:00:00,3.2932,3.2989
2025-01-17 12:00:00,3.2989,3.2389
2025-01-17 13:00:00,3.239,3.239
2025-01-17 14:00:00,3.2391,3.2549
2025-01-17 15:00:00,3.2549,3.1995
2025-01-17 16:00:00,3.1996,3.2423
2025-01-17 17:00:00,3.2423,3.1879
2025-01-17 18:00:00,3.1878,3.2042
2025-01-17 19:00:00,3.2042,3.2346
2025-01-17 20:00:00,3.2346,3.2664
2025-01-17 21:00:00,3.2663,3.2788
2025-01-17 22:00:00,3.2787,3.2689
2025-01-17 23:00:00,3.2689,3.2922
2025-01-18 00:00:00,3.2923,3.2511
2025-01-18 01:00:00,3.2511,3.2477
2025-01-18 02:00:00,3.2477,3.2714
2025-01-18 03:00:00,3.2714,3.2398
2025-01-18 04:00:00,3.2398,3.2038
2025-01-18 05:00:00,3.2039,3.0942
2025-01-18 06:00:00,3.0942,3.1485
2025-01-18 07:00:00,3.1485,3.1166
2025-01-18 08:00:00,3.1165,3.1348
2025-01-18 09:00:00,3.1349,3.1271
2025-01-18 10:00:00,3.1272,3.1046
2025-01-18 11:00:00,3.1047,3.1729
2025-01-18 12:00:00,3.1729,3.1685
2025-01-18 13:00:00,3.1684,3.2417
2025-01-18 14:00:00,3.2417,3.2
2025-01-18 15:00:00,3.2,3.177
2025-01-18 16:00:00,3.1771,3.1433
2025-01-18 17:00:00,3.1433,3.1556
2025-01-18 18:00:00,3.1557,3.1806
2025-01-18 19:00:00,3.1805,3.212
2025-01-18 20:00:00,3.212,3.2059
2025-01-18 21:00:00,3.206,3.1987
2025-01-18 22:00:00,3.1988,3.2201
2025-01-18 23:00:00,3.2201,3.2697
2025-01-19 00:00:00,3.2697,3.2683
2025-01-19 01:00:00,3.2684,3.2799
2025-01-19 02:00:00,3.28,3.2564
2025-01-19 03:00:00,3.2565,3.251
2025-01-19 04:00:00,3.2509,3.1836
2025-01-19 05:00:00,3.1835,3.2039
2025-01-19 06:00:00,3.2039,3.2027
2025-01-19 07:00:00,3.2027,3.1817
2025-01-19 08:00:00,3.1818,3.1282
2025-01-19 09:00:00,3.1283,3.1362
2025-01-19 10:00:00,3.1361,3.1166
2025-01-19 11:00:00,3.1167,3.054
2025-01-19 12:00:00,3.0541,3.1094
2025-01-19 13:00:00,3.1094,3.135
2025-01-19 14:00:00,3.135,3.1405
2025-01-19 15:00:00,3.1406,3.1479
2025-01-19 16:00:00,3.1478,3.147
2025-01-19 17:00:00,3.1469,3.1592
2025-01-19 18:00:00,3.1591,3.1683
2025-01-19 19:00:00,3.1683,3.2242
2025-01-19 20:00:00,3.2242,3.1842
2025-01-19 21:00:00,3.1842,3.0646
2025-01-19 22:00:00,3.0646,3.0509
2025-01-19 23:00:00,3.0508,2.9587
2025-01-20 00:00:00,2.9586,2.9299
2025-01-20 01:00:00,2.93,2.9862
2025-01-20 02:00:00,2.9863,3.0868
2025-01-20 03:00:00,3.0868,3.1133
2025-01-20 04:00:00,3.1133,3.1022
2025-01-20 05:00:00,3.1021,3.1067
2025-01-20 06:00:00,3.1068,3.1734
2025-01-20 07:00:00,3.1733,3.201
2025-01-20 08:00:00,3.2011,3.2667
2025-01-20 09:00:00,3.2668,3.2551
2025-01-20 10:00:00,3.255,3.3197
2025-01-20 11:00:00,3.3196,3.3263
2025-01-20 12:00:00,3.3262,3.2495
2025-01-20 13:00:00,3.2496,3.2887
